項目,年齢階級,時期,値,単位
平均消費性向,50～54歳,2005000202,76.2,％
平均消費性向,50～54歳,2005000303,99.8,％
平均消費性向,50～54歳,2005000404,94.7,％
平均消費性向,50～54歳,2005000505,88.3,％
平均消費性向,50～54歳,2005000606,54.9,％
平均消費性向,50～54歳,2005000707,62.9,％
平均消費性向,50～54歳,2005000808,88.8,％
平均消費性向,50～54歳,2005000909,93.4,％
平均消費性向,50～54歳,2005001010,88.5,％
平均消費性向,50～54歳,2005001111,85.8,％
平均消費性向,50～54歳,2005001212,46.8,％
平均消費性向,50～54歳,2006000101,83.0,％
平均消費性向,50～54歳,2006000202,80.1,％
平均消費性向,50～54歳,2006000303,101.4,％
平均消費性向,50～54歳,2006000404,96.0,％
平均消費性向,50～54歳,2006000505,84.0,％
平均消費性向,50～54歳,2006000606,48.8,％
平均消費性向,50～54歳,2006000707,56.9,％
平均消費性向,50～54歳,2006000808,73.9,％
平均消費性向,50～54歳,2006000909,81.9,％
平均消費性向,50～54歳,2006001010,89.6,％
平均消費性向,50～54歳,2006001111,79.1,％
平均消費性向,50～54歳,2006001212,44.5,％
平均消費性向,50～54歳,2007000101,93.6,％
平均消費性向,50～54歳,2007000202,79.2,％
平均消費性向,50～54歳,2007000303,98.0,％
平均消費性向,50～54歳,2007000404,107.6,％
平均消費性向,50～54歳,2007000505,90.7,％
平均消費性向,50～54歳,2007000606,44.1,％
平均消費性向,50～54歳,2007000707,58.8,％
平均消費性向,50～54歳,2007000808,84.0,％
平均消費性向,50～54歳,2007000909,89.7,％
平均消費性向,50～54歳,2007001010,89.2,％
平均消費性向,50～54歳,2007001111,82.0,％
平均消費性向,50～54歳,2007001212,41.7,％
平均消費性向,50～54歳,2008000101,94.3,％
平均消費性向,50～54歳,2008000202,80.1,％
平均消費性向,50～54歳,2008000303,92.2,％
平均消費性向,50～54歳,2008000404,109.8,％
平均消費性向,50～54歳,2008000505,91.8,％
平均消費性向,50～54歳,2008000606,47.1,％
平均消費性向,50～54歳,2008000707,67.2,％
平均消費性向,50～54歳,2008000808,79.6,％
平均消費性向,50～54歳,2008000909,87.2,％
平均消費性向,50～54歳,2008001010,89.6,％
平均消費性向,50～54歳,2008001111,79.3,％
平均消費性向,50～54歳,2008001212,40.2,％
平均消費性向,50～54歳,2009000101,85.9,％
平均消費性向,50～54歳,2009000202,75.8,％
平均消費性向,50～54歳,2009000303,97.1,％
平均消費性向,50～54歳,2009000404,104.8,％
平均消費性向,50～54歳,2009000505,91.7,％
平均消費性向,50～54歳,2009000606,54.9,％
平均消費性向,50～54歳,2009000707,64.0,％
平均消費性向,50～54歳,2009000808,81.6,％
平均消費性向,50～54歳,2009000909,89.3,％
平均消費性向,50～54歳,2009001010,84.1,％
平均消費性向,50～54歳,2009001111,82.4,％
平均消費性向,50～54歳,2009001212,42.5,％
平均消費性向,50～54歳,2010000101,81.1,％
平均消費性向,50～54歳,2010000202,72.9,％
平均消費性向,50～54歳,2010000303,109.1,％
平均消費性向,50～54歳,2010000404,107.8,％
平均消費性向,50～54歳,2010000505,98.0,％
平均消費性向,50～54歳,2010000606,46.6,％
平均消費性向,50～54歳,2010000707,64.9,％
平均消費性向,50～54歳,2010000808,84.4,％
平均消費性向,50～54歳,2010000909,89.6,％
平均消費性向,50～54歳,2010001010,89.0,％
平均消費性向,50～54歳,2010001111,82.9,％
平均消費性向,50～54歳,2010001212,43.9,％
平均消費性向,50～54歳,2011000101,85.5,％
平均消費性向,50～54歳,2011000202,79.6,％
平均消費性向,50～54歳,2011000303,89.4,％
平均消費性向,50～54歳,2011000404,117.4,％
平均消費性向,50～54歳,2011000505,100.3,％
平均消費性向,50～54歳,2011000606,52.6,％
平均消費性向,50～54歳,2011000707,60.7,％
平均消費性向,50～54歳,2011000808,77.5,％
平均消費性向,50～54歳,2011000909,86.3,％
平均消費性向,50～54歳,2011001010,85.4,％
平均消費性向,50～54歳,2011001111,82.4,％
平均消費性向,50～54歳,2011001212,42.6,％
平均消費性向,50～54歳,2012000101,84.8,％
平均消費性向,50～54歳,2012000202,77.1,％
平均消費性向,50～54歳,2012000303,97.0,％
平均消費性向,50～54歳,2012000404,103.2,％
平均消費性向,50～54歳,2012000505,96.1,％
平均消費性向,50～54歳,2012000606,49.9,％
平均消費性向,50～54歳,2012000707,58.1,％
平均消費性向,50～54歳,2012000808,77.4,％
平均消費性向,50～54歳,2012000909,88.1,％
平均消費性向,50～54歳,2012001010,85.1,％
平均消費性向,50～54歳,2012001111,81.1,％
平均消費性向,50～54歳,2012001212,44.8,％
平均消費性向,50～54歳,2013000101,88.7,％
平均消費性向,50～54歳,2013000202,78.5,％
平均消費性向,50～54歳,2013000303,97.5,％
平均消費性向,50～54歳,2013000404,95.6,％
平均消費性向,50～54歳,2013000505,91.0,％
平均消費性向,50～54歳,2013000606,50.6,％
平均消費性向,50～54歳,2013000707,60.6,％
平均消費性向,50～54歳,2013000808,79.8,％
平均消費性向,50～54歳,2013000909,91.8,％
平均消費性向,50～54歳,2013001010,93.7,％
平均消費性向,50～54歳,2013001111,88.6,％
平均消費性向,50～54歳,2013001212,44.5,％
平均消費性向,50～54歳,2014000101,95.6,％
平均消費性向,50～54歳,2014000202,78.1,％
平均消費性向,50～54歳,2014000303,100.9,％
平均消費性向,50～54歳,2014000404,105.3,％
平均消費性向,50～54歳,2014000505,84.2,％
平均消費性向,50～54歳,2014000606,44.7,％
平均消費性向,50～54歳,2014000707,60.4,％
平均消費性向,50～54歳,2014000808,76.7,％
平均消費性向,50～54歳,2014000909,82.9,％
平均消費性向,50～54歳,2014001010,81.4,％
平均消費性向,50～54歳,2014001111,78.4,％
平均消費性向,50～54歳,2014001212,40.9,％
平均消費性向,50～54歳,2015000101,88.0,％
平均消費性向,50～54歳,2015000202,75.5,％
平均消費性向,50～54歳,2015000303,99.1,％
平均消費性向,50～54歳,2015000404,95.4,％
平均消費性向,50～54歳,2015000505,93.0,％
平均消費性向,50～54歳,2015000606,44.9,％
平均消費性向,50～54歳,2015000707,61.2,％
平均消費性向,50～54歳,2015000808,87.6,％
平均消費性向,50～54歳,2015000909,90.3,％
平均消費性向,50～54歳,2015001010,93.6,％
平均消費性向,50～54歳,2015001111,91.7,％
平均消費性向,50～54歳,2015001212,43.8,％
平均消費性向,50～54歳,2016000101,85.9,％
平均消費性向,50～54歳,2016000202,78.5,％
平均消費性向,50～54歳,2016000303,91.5,％
平均消費性向,50～54歳,2016000404,104.9,％
平均消費性向,50～54歳,2016000505,96.1,％
平均消費性向,50～54歳,2016000606,42.0,％
平均消費性向,50～54歳,2016000707,58.5,％
平均消費性向,50～54歳,2016000808,75.1,％
平均消費性向,50～54歳,2016000909,81.1,％
平均消費性向,50～54歳,2016001010,82.6,％
平均消費性向,50～54歳,2016001111,76.7,％
平均消費性向,50～54歳,2016001212,44.6,％
平均消費性向,50～54歳,2017000101,85.1,％
平均消費性向,50～54歳,2017000202,86.7,％
平均消費性向,50～54歳,2017000303,98.9,％
平均消費性向,50～54歳,2017000404,113.0,％
平均消費性向,50～54歳,2017000505,99.7,％
平均消費性向,50～54歳,2017000606,55.0,％
平均消費性向,50～54歳,2017000707,62.1,％
平均消費性向,50～54歳,2017000808,74.7,％
平均消費性向,50～54歳,2017000909,76.8,％
平均消費性向,50～54歳,2017001010,86.4,％
平均消費性向,50～54歳,2017001111,81.0,％
平均消費性向,50～54歳,2017001212,43.4,％
平均消費性向,50～54歳,2018000101,83.2,％
平均消費性向,50～54歳,2018000202,68.4,％
平均消費性向,50～54歳,2018000303,86.7,％
平均消費性向,50～54歳,2018000404,96.5,％
平均消費性向,50～54歳,2018000505,92.6,％
平均消費性向,50～54歳,2018000606,41.7,％
平均消費性向,50～54歳,2018000707,61.3,％
平均消費性向,50～54歳,2018000808,78.4,％
平均消費性向,50～54歳,2018000909,80.2,％
平均消費性向,50～54歳,2018001010,84.1,％
平均消費性向,50～54歳,2018001111,81.5,％
平均消費性向,50～54歳,2018001212,38.2,％
平均消費性向,50～54歳,2019000101,83.1,％
平均消費性向,50～54歳,2019000202,69.2,％
平均消費性向,50～54歳,2019000303,88.6,％
平均消費性向,50～54歳,2019000404,88.9,％
平均消費性向,50～54歳,2019000505,95.9,％
平均消費性向,50～54歳,2019000606,39.7,％
平均消費性向,50～54歳,2019000707,59.9,％
平均消費性向,50～54歳,2019000808,74.4,％
平均消費性向,50～54歳,2019000909,89.8,％
平均消費性向,50～54歳,2019001010,76.0,％
平均消費性向,50～54歳,2019001111,71.2,％
平均消費性向,50～54歳,2019001212,35.0,％
平均消費性向,50～54歳,2020000101,82.9,％
平均消費性向,50～54歳,2020000202,79.0,％
平均消費性向,50～54歳,2020000303,79.9,％
平均消費性向,50～54歳,2020000404,84.9,％
平均消費性向,50～54歳,2020000505,73.0,％
平均消費性向,50～54歳,2020000606,33.1,％
平均消費性向,50～54歳,2020000707,48.3,％
平均消費性向,50～54歳,2020000808,72.7,％
平均消費性向,50～54歳,2020000909,76.9,％
平均消費性向,50～54歳,2020001010,72.4,％
平均消費性向,50～54歳,2020001111,77.6,％
平均消費性向,50～54歳,2020001212,36.1,％
平均消費性向,50～54歳,2021000101,80.3,％
平均消費性向,50～54歳,2021000202,71.2,％
平均消費性向,50～54歳,2021000303,91.6,％
平均消費性向,50～54歳,2021000404,86.8,％
平均消費性向,50～54歳,2021000505,86.6,％
平均消費性向,50～54歳,2021000606,35.8,％
平均消費性向,50～54歳,2021000707,52.9,％
平均消費性向,50～54歳,2021000808,66.6,％
平均消費性向,50～54歳,2021000909,80.8,％
平均消費性向,50～54歳,2021001010,79.3,％
平均消費性向,50～54歳,2021001111,73.6,％
平均消費性向,50～54歳,2021001212,34.4,％
平均消費性向,50～54歳,2022000101,79.8,％
平均消費性向,50～54歳,2022000202,70.7,％
平均消費性向,50～54歳,2022000303,81.5,％
平均消費性向,50～54歳,2022000404,93.9,％
平均消費性向,50～54歳,2022000505,91.0,％
平均消費性向,50～54歳,2022000606,40.0,％
平均消費性向,50～54歳,2022000707,54.4,％
平均消費性向,50～54歳,2022000808,72.3,％
平均消費性向,50～54歳,2022000909,85.2,％
平均消費性向,50～54歳,2022001010,83.2,％
平均消費性向,50～54歳,2022001111,77.2,％
平均消費性向,50～54歳,2022001212,37.7,％
平均消費性向,50～54歳,2023000101,81.6,％
平均消費性向,50～54歳,2023000202,72.1,％
平均消費性向,50～54歳,2023000303,93.4,％
平均消費性向,50～54歳,2023000404,90.4,％
平均消費性向,50～54歳,2023000505,89.8,％
平均消費性向,50～54歳,2023000606,39.1,％
平均消費性向,50～54歳,2023000707,56.8,％
平均消費性向,50～54歳,2023000808,70.3,％
平均消費性向,50～54歳,2023000909,81.1,％
平均消費性向,50～54歳,2023001010,78.8,％
平均消費性向,50～54歳,2023001111,68.9,％
平均消費性向,50～54歳,2023001212,39.6,％
平均消費性向,50～54歳,2024000101,74.4,％
平均消費性向,50～54歳,2024000202,71.7,％
平均消費性向,50～54歳,2024000303,94.6,％
平均消費性向,50～54歳,2024000404,88.7,％
平均消費性向,50～54歳,2024000505,88.1,％
平均消費性向,50～54歳,2024000606,35.8,％
平均消費性向,50～54歳,2024000707,54.1,％
平均消費性向,50～54歳,2024000808,70.5,％
平均消費性向,50～54歳,2024000909,78.1,％
平均消費性向,50～54歳,2024001010,85.4,％
平均消費性向,50～54歳,2024001111,71.9,％
平均消費性向,50～54歳,2024001212,37.6,％
平均消費性向,50～54歳,2025000101,79.8,％
平均消費性向,50～54歳,2025000202,70.5,％
平均消費性向,50～54歳,2025000303,95.5,％
平均消費性向,50～54歳,2025000404,95.3,％
平均消費性向,50～54歳,2025000505,90.4,％
平均消費性向,50～54歳,2025000606,42.7,％
平均消費性向,50～54歳,2025000707,51.5,％
平均消費性向,50～54歳,2025000808,75.2,％
平均消費性向,50～54歳,2025000909,85.1,％
平均消費性向,50～54歳,2025001010,71.4,％
平均消費性向,50～54歳,2025001111,80.1,％
平均消費性向,50～54歳,2025001212,35.5,％
平均消費性向,50～54歳,2026000101,74.5,％
平均消費性向,50～54歳,2026000202,67.1,％
平均消費性向,50～54歳,2026000303,81.4,％
平均消費性向,50～54歳,2026000404,87.2,％
平均消費性向,50～54歳,2026000505,88.3,％
平均消費性向,55～59歳,2000000101,85.6,％
平均消費性向,55～59歳,2000000202,80.5,％
平均消費性向,55～59歳,2000000303,86.6,％
平均消費性向,55～59歳,2000000404,79.2,％
平均消費性向,55～59歳,2000000505,98.0,％
平均消費性向,55～59歳,2000000606,46.6,％
平均消費性向,55～59歳,2000000707,62.0,％
平均消費性向,55～59歳,2000000808,83.6,％
平均消費性向,55～59歳,2000000909,84.0,％
平均消費性向,55～59歳,2000001010,84.2,％
平均消費性向,55～59歳,2000001111,82.2,％
平均消費性向,55～59歳,2000001212,45.3,％
平均消費性向,55～59歳,2001000101,80.7,％
平均消費性向,55～59歳,2001000202,85.8,％
平均消費性向,55～59歳,2001000303,83.4,％
平均消費性向,55～59歳,2001000404,81.0,％
平均消費性向,55～59歳,2001000505,98.8,％
平均消費性向,55～59歳,2001000606,48.8,％
平均消費性向,55～59歳,2001000707,64.4,％
平均消費性向,55～59歳,2001000808,79.6,％
平均消費性向,55～59歳,2001000909,80.7,％
平均消費性向,55～59歳,2001001010,83.7,％
平均消費性向,55～59歳,2001001111,78.3,％
平均消費性向,55～59歳,2001001212,44.7,％
平均消費性向,55～59歳,2002000101,77.6,％
平均消費性向,55～59歳,2002000202,76.2,％
平均消費性向,55～59歳,2002000303,85.5,％
平均消費性向,55～59歳,2002000404,90.4,％
平均消費性向,55～59歳,2002000505,91.3,％
平均消費性向,55～59歳,2002000606,53.3,％
平均消費性向,55～59歳,2002000707,64.4,％
平均消費性向,55～59歳,2002000808,83.0,％
平均消費性向,55～59歳,2002000909,89.2,％
平均消費性向,55～59歳,2002001010,89.2,％
平均消費性向,55～59歳,2002001111,79.1,％
平均消費性向,55～59歳,2002001212,47.5,％
平均消費性向,55～59歳,2003000101,83.1,％
平均消費性向,55～59歳,2003000202,83.2,％
平均消費性向,55～59歳,2003000303,79.5,％
平均消費性向,55～59歳,2003000404,89.2,％
平均消費性向,55～59歳,2003000505,88.0,％
平均消費性向,55～59歳,2003000606,52.8,％
平均消費性向,55～59歳,2003000707,63.8,％
平均消費性向,55～59歳,2003000808,83.4,％
平均消費性向,55～59歳,2003000909,89.7,％
平均消費性向,55～59歳,2003001010,86.5,％
平均消費性向,55～59歳,2003001111,81.1,％
平均消費性向,55～59歳,2003001212,52.3,％
平均消費性向,55～59歳,2004000101,83.8,％
平均消費性向,55～59歳,2004000202,76.3,％
平均消費性向,55～59歳,2004000303,85.9,％
平均消費性向,55～59歳,2004000404,97.1,％
平均消費性向,55～59歳,2004000505,92.0,％
平均消費性向,55～59歳,2004000606,54.0,％
平均消費性向,55～59歳,2004000707,65.7,％
平均消費性向,55～59歳,2004000808,81.3,％
平均消費性向,55～59歳,2004000909,83.2,％
平均消費性向,55～59歳,2004001010,88.8,％
平均消費性向,55～59歳,2004001111,86.5,％
平均消費性向,55～59歳,2004001212,47.9,％
平均消費性向,55～59歳,2005000101,85.0,％
平均消費性向,55～59歳,2005000202,80.0,％
平均消費性向,55～59歳,2005000303,93.7,％
平均消費性向,55～59歳,2005000404,85.3,％
平均消費性向,55～59歳,2005000505,96.6,％
平均消費性向,55～59歳,2005000606,52.8,％
平均消費性向,55～59歳,2005000707,65.2,％
平均消費性向,55～59歳,2005000808,89.0,％
平均消費性向,55～59歳,2005000909,83.8,％
平均消費性向,55～59歳,2005001010,87.7,％
平均消費性向,55～59歳,2005001111,84.3,％
平均消費性向,55～59歳,2005001212,48.9,％
平均消費性向,55～59歳,2006000101,84.4,％
平均消費性向,55～59歳,2006000202,77.4,％
平均消費性向,55～59歳,2006000303,91.6,％
平均消費性向,55～59歳,2006000404,75.2,％
平均消費性向,55～59歳,2006000505,93.0,％
平均消費性向,55～59歳,2006000606,57.3,％
平均消費性向,55～59歳,2006000707,58.7,％
平均消費性向,55～59歳,2006000808,82.2,％
平均消費性向,55～59歳,2006000909,83.8,％
平均消費性向,55～59歳,2006001010,82.4,％
平均消費性向,55～59歳,2006001111,84.8,％
平均消費性向,55～59歳,2006001212,44.8,％
平均消費性向,55～59歳,2007000101,86.6,％
平均消費性向,55～59歳,2007000202,73.0,％
平均消費性向,55～59歳,2007000303,88.2,％
平均消費性向,55～59歳,2007000404,91.7,％
平均消費性向,55～59歳,2007000505,101.6,％
平均消費性向,55～59歳,2007000606,48.3,％
平均消費性向,55～59歳,2007000707,66.7,％
平均消費性向,55～59歳,2007000808,92.7,％
平均消費性向,55～59歳,2007000909,85.6,％
平均消費性向,55～59歳,2007001010,90.2,％
平均消費性向,55～59歳,2007001111,78.9,％
平均消費性向,55～59歳,2007001212,48.1,％
平均消費性向,55～59歳,2008000101,83.9,％
平均消費性向,55～59歳,2008000202,75.1,％
平均消費性向,55～59歳,2008000303,87.0,％
平均消費性向,55～59歳,2008000404,94.2,％
平均消費性向,55～59歳,2008000505,86.3,％
平均消費性向,55～59歳,2008000606,53.9,％
平均消費性向,55～59歳,2008000707,64.6,％
平均消費性向,55～59歳,2008000808,77.5,％
平均消費性向,55～59歳,2008000909,86.6,％
平均消費性向,55～59歳,2008001010,80.0,％
平均消費性向,55～59歳,2008001111,85.3,％
平均消費性向,55～59歳,2008001212,45.8,％
平均消費性向,55～59歳,2009000101,85.6,％
平均消費性向,55～59歳,2009000202,75.2,％
平均消費性向,55～59歳,2009000303,93.2,％
平均消費性向,55～59歳,2009000404,106.1,％
平均消費性向,55～59歳,2009000505,92.3,％
平均消費性向,55～59歳,2009000606,54.6,％
平均消費性向,55～59歳,2009000707,62.7,％
平均消費性向,55～59歳,2009000808,81.2,％
平均消費性向,55～59歳,2009000909,81.5,％
平均消費性向,55～59歳,2009001010,80.6,％
平均消費性向,55～59歳,2009001111,84.0,％
平均消費性向,55～59歳,2009001212,50.6,％
平均消費性向,55～59歳,2010000101,99.9,％
平均消費性向,55～59歳,2010000202,79.1,％
平均消費性向,55～59歳,2010000303,103.9,％
平均消費性向,55～59歳,2010000404,90.4,％
平均消費性向,55～59歳,2010000505,95.4,％
平均消費性向,55～59歳,2010000606,52.7,％
平均消費性向,55～59歳,2010000707,72.5,％
平均消費性向,55～59歳,2010000808,82.0,％
平均消費性向,55～59歳,2010000909,86.7,％
平均消費性向,55～59歳,2010001010,88.2,％
平均消費性向,55～59歳,2010001111,87.3,％
平均消費性向,55～59歳,2010001212,45.5,％
平均消費性向,55～59歳,2011000101,98.5,％
平均消費性向,55～59歳,2011000202,74.2,％
平均消費性向,55～59歳,2011000303,83.7,％
平均消費性向,55～59歳,2011000404,94.8,％
平均消費性向,55～59歳,2011000505,95.4,％
平均消費性向,55～59歳,2011000606,52.2,％
平均消費性向,55～59歳,2011000707,64.4,％
平均消費性向,55～59歳,2011000808,83.5,％
平均消費性向,55～59歳,2011000909,81.8,％
平均消費性向,55～59歳,2011001010,78.6,％
平均消費性向,55～59歳,2011001111,77.6,％
平均消費性向,55～59歳,2011001212,42.1,％
平均消費性向,55～59歳,2012000101,80.9,％
平均消費性向,55～59歳,2012000202,72.3,％
平均消費性向,55～59歳,2012000303,86.4,％
平均消費性向,55～59歳,2012000404,91.9,％
平均消費性向,55～59歳,2012000505,101.4,％
平均消費性向,55～59歳,2012000606,47.8,％
平均消費性向,55～59歳,2012000707,72.1,％
平均消費性向,55～59歳,2012000808,89.2,％
平均消費性向,55～59歳,2012000909,83.2,％
平均消費性向,55～59歳,2012001010,94.9,％
平均消費性向,55～59歳,2012001111,78.6,％
平均消費性向,55～59歳,2012001212,47.2,％
平均消費性向,55～59歳,2013000101,86.6,％
平均消費性向,55～59歳,2013000202,78.4,％
平均消費性向,55～59歳,2013000303,96.4,％
平均消費性向,55～59歳,2013000404,90.3,％
平均消費性向,55～59歳,2013000505,93.2,％
平均消費性向,55～59歳,2013000606,48.2,％
平均消費性向,55～59歳,2013000707,66.1,％
平均消費性向,55～59歳,2013000808,88.5,％
平均消費性向,55～59歳,2013000909,89.7,％
平均消費性向,55～59歳,2013001010,84.2,％
平均消費性向,55～59歳,2013001111,91.8,％
平均消費性向,55～59歳,2013001212,49.6,％
平均消費性向,55～59歳,2014000101,86.4,％
平均消費性向,55～59歳,2014000202,70.7,％
平均消費性向,55～59歳,2014000303,116.1,％
平均消費性向,55～59歳,2014000404,104.2,％
平均消費性向,55～59歳,2014000505,92.6,％
平均消費性向,55～59歳,2014000606,53.3,％
平均消費性向,55～59歳,2014000707,73.0,％
平均消費性向,55～59歳,2014000808,88.5,％
平均消費性向,55～59歳,2014000909,92.5,％
平均消費性向,55～59歳,2014001010,87.1,％
平均消費性向,55～59歳,2014001111,81.1,％
平均消費性向,55～59歳,2014001212,48.8,％
平均消費性向,55～59歳,2015000101,82.9,％
平均消費性向,55～59歳,2015000202,71.3,％
平均消費性向,55～59歳,2015000303,96.3,％
平均消費性向,55～59歳,2015000404,94.3,％
平均消費性向,55～59歳,2015000505,90.3,％
平均消費性向,55～59歳,2015000606,48.2,％
平均消費性向,55～59歳,2015000707,64.2,％
平均消費性向,55～59歳,2015000808,83.2,％
平均消費性向,55～59歳,2015000909,93.0,％
平均消費性向,55～59歳,2015001010,85.2,％
平均消費性向,55～59歳,2015001111,83.4,％
平均消費性向,55～59歳,2015001212,40.9,％
平均消費性向,55～59歳,2016000101,91.7,％
平均消費性向,55～59歳,2016000202,82.6,％
平均消費性向,55～59歳,2016000303,87.5,％
平均消費性向,55～59歳,2016000404,99.5,％
平均消費性向,55～59歳,2016000505,98.5,％
平均消費性向,55～59歳,2016000606,47.4,％
平均消費性向,55～59歳,2016000707,62.2,％
平均消費性向,55～59歳,2016000808,82.6,％
平均消費性向,55～59歳,2016000909,84.2,％
平均消費性向,55～59歳,2016001010,77.0,％
平均消費性向,55～59歳,2016001111,81.3,％
平均消費性向,55～59歳,2016001212,40.0,％
平均消費性向,55～59歳,2017000101,87.0,％
平均消費性向,55～59歳,2017000202,75.9,％
平均消費性向,55～59歳,2017000303,94.1,％
平均消費性向,55～59歳,2017000404,96.5,％
平均消費性向,55～59歳,2017000505,110.7,％
平均消費性向,55～59歳,2017000606,51.2,％
平均消費性向,55～59歳,2017000707,59.6,％
平均消費性向,55～59歳,2017000808,81.5,％
平均消費性向,55～59歳,2017000909,79.4,％
平均消費性向,55～59歳,2017001010,84.5,％
平均消費性向,55～59歳,2017001111,84.3,％
平均消費性向,55～59歳,2017001212,44.9,％
平均消費性向,55～59歳,2018000101,91.4,％
平均消費性向,55～59歳,2018000202,79.6,％
平均消費性向,55～59歳,2018000303,89.5,％
平均消費性向,55～59歳,2018000404,90.3,％
平均消費性向,55～59歳,2018000505,91.2,％
平均消費性向,55～59歳,2018000606,40.8,％
平均消費性向,55～59歳,2018000707,56.7,％
平均消費性向,55～59歳,2018000808,78.7,％
平均消費性向,55～59歳,2018000909,79.7,％
平均消費性向,55～59歳,2018001010,81.0,％
平均消費性向,55～59歳,2018001111,75.3,％
平均消費性向,55～59歳,2018001212,37.8,％
平均消費性向,55～59歳,2019000101,83.9,％
平均消費性向,55～59歳,2019000202,75.7,％
平均消費性向,55～59歳,2019000303,87.2,％
平均消費性向,55～59歳,2019000404,83.4,％
平均消費性向,55～59歳,2019000505,95.2,％
平均消費性向,55～59歳,2019000606,40.5,％
平均消費性向,55～59歳,2019000707,58.0,％
平均消費性向,55～59歳,2019000808,75.4,％
平均消費性向,55～59歳,2019000909,88.6,％
平均消費性向,55～59歳,2019001010,80.6,％
平均消費性向,55～59歳,2019001111,69.1,％
平均消費性向,55～59歳,2019001212,40.1,％
平均消費性向,55～59歳,2020000101,72.2,％
平均消費性向,55～59歳,2020000202,64.7,％
平均消費性向,55～59歳,2020000303,80.9,％
平均消費性向,55～59歳,2020000404,78.7,％
平均消費性向,55～59歳,2020000505,66.0,％
平均消費性向,55～59歳,2020000606,35.9,％
平均消費性向,55～59歳,2020000707,46.2,％
平均消費性向,55～59歳,2020000808,74.1,％
平均消費性向,55～59歳,2020000909,72.6,％
平均消費性向,55～59歳,2020001010,83.7,％
平均消費性向,55～59歳,2020001111,71.2,％
平均消費性向,55～59歳,2020001212,35.4,％
平均消費性向,55～59歳,2021000101,73.8,％
平均消費性向,55～59歳,2021000202,67.3,％
平均消費性向,55～59歳,2021000303,88.5,％
平均消費性向,55～59歳,2021000404,87.8,％
平均消費性向,55～59歳,2021000505,79.3,％
平均消費性向,55～59歳,2021000606,34.0,％
平均消費性向,55～59歳,2021000707,51.7,％
平均消費性向,55～59歳,2021000808,67.3,％
平均消費性向,55～59歳,2021000909,70.1,％
平均消費性向,55～59歳,2021001010,85.2,％
平均消費性向,55～59歳,2021001111,69.7,％
平均消費性向,55～59歳,2021001212,38.9,％
平均消費性向,55～59歳,2022000101,71.7,％
平均消費性向,55～59歳,2022000202,64.8,％
平均消費性向,55～59歳,2022000303,79.6,％
平均消費性向,55～59歳,2022000404,87.5,％
平均消費性向,55～59歳,2022000505,89.8,％
平均消費性向,55～59歳,2022000606,40.5,％
平均消費性向,55～59歳,2022000707,65.1,％
平均消費性向,55～59歳,2022000808,77.9,％
平均消費性向,55～59歳,2022000909,76.2,％
平均消費性向,55～59歳,2022001010,75.7,％
平均消費性向,55～59歳,2022001111,70.1,％
平均消費性向,55～59歳,2022001212,37.8,％
平均消費性向,55～59歳,2023000101,81.4,％
平均消費性向,55～59歳,2023000202,64.3,％
平均消費性向,55～59歳,2023000303,76.4,％
平均消費性向,55～59歳,2023000404,74.6,％
平均消費性向,55～59歳,2023000505,84.0,％
平均消費性向,55～59歳,2023000606,38.9,％
平均消費性向,55～59歳,2023000707,52.6,％
平均消費性向,55～59歳,2023000808,67.6,％
平均消費性向,55～59歳,2023000909,81.7,％
平均消費性向,55～59歳,2023001010,82.6,％
平均消費性向,55～59歳,2023001111,71.0,％
平均消費性向,55～59歳,2023001212,34.6,％
平均消費性向,55～59歳,2024000101,70.2,％
平均消費性向,55～59歳,2024000202,70.4,％
平均消費性向,55～59歳,2024000303,74.5,％
平均消費性向,55～59歳,2024000404,84.5,％
平均消費性向,55～59歳,2024000505,83.1,％
平均消費性向,55～59歳,2024000606,33.7,％
平均消費性向,55～59歳,2024000707,49.3,％
平均消費性向,55～59歳,2024000808,68.3,％
平均消費性向,55～59歳,2024000909,75.7,％
平均消費性向,55～59歳,2024001010,65.7,％
平均消費性向,55～59歳,2024001111,74.3,％
平均消費性向,55～59歳,2024001212,40.1,％
平均消費性向,55～59歳,2025000101,75.5,％
平均消費性向,55～59歳,2025000202,72.0,％
平均消費性向,55～59歳,2025000303,85.5,％
平均消費性向,55～59歳,2025000404,88.1,％
平均消費性向,55～59歳,2025000505,87.0,％
平均消費性向,55～59歳,2025000606,40.2,％
平均消費性向,55～59歳,2025000707,49.6,％
平均消費性向,55～59歳,2025000808,72.6,％
平均消費性向,55～59歳,2025000909,80.0,％
平均消費性向,55～59歳,2025001010,81.4,％
平均消費性向,55～59歳,2025001111,75.5,％
平均消費性向,55～59歳,2025001212,32.6,％
平均消費性向,55～59歳,2026000101,74.3,％
平均消費性向,55～59歳,2026000202,65.0,％
平均消費性向,55～59歳,2026000303,83.3,％
平均消費性向,55～59歳,2026000404,75.1,％
平均消費性向,55～59歳,2026000505,85.0,％
平均消費性向,60～64歳,2000000101,106.4,％
平均消費性向,60～64歳,2000000202,69.4,％
平均消費性向,60～64歳,2000000303,124.9,％
平均消費性向,60～64歳,2000000404,72.8,％
平均消費性向,60～64歳,2000000505,147.3,％
平均消費性向,60～64歳,2000000606,62.5,％
平均消費性向,60～64歳,2000000707,108.9,％
平均消費性向,60～64歳,2000000808,74.8,％
平均消費性向,60～64歳,2000000909,102.7,％
