項目,年齢階級,時期,値,単位
有価証券,40～49歳,2020000406,97,万円
有価証券,40～49歳,2020000709,108,万円
有価証券,40～49歳,2020001012,90,万円
有価証券,40～49歳,2021000103,111,万円
有価証券,40～49歳,2021000406,155,万円
有価証券,40～49歳,2021000709,148,万円
有価証券,40～49歳,2021001012,130,万円
有価証券,40～49歳,2022000103,129,万円
有価証券,40～49歳,2022000406,114,万円
有価証券,40～49歳,2022000709,104,万円
有価証券,40～49歳,2022001012,117,万円
有価証券,40～49歳,2023000103,151,万円
有価証券,40～49歳,2023000406,175,万円
有価証券,40～49歳,2023000709,177,万円
有価証券,40～49歳,2023001012,185,万円
有価証券,40～49歳,2024000103,207,万円
有価証券,40～49歳,2024000406,263,万円
有価証券,40～49歳,2024000709,264,万円
有価証券,40～49歳,2024001012,253,万円
有価証券,40～49歳,2025000103,285,万円
有価証券,40～49歳,2025000406,271,万円
有価証券,40～49歳,2025000709,294,万円
有価証券,40～49歳,2025001012,350,万円
有価証券,50～59歳,2002000103,162,万円
有価証券,50～59歳,2002000406,190,万円
有価証券,50～59歳,2002000709,184,万円
有価証券,50～59歳,2002001012,128,万円
有価証券,50～59歳,2003000103,122,万円
有価証券,50～59歳,2003000406,143,万円
有価証券,50～59歳,2003000709,148,万円
有価証券,50～59歳,2003001012,135,万円
有価証券,50～59歳,2004000103,150,万円
有価証券,50～59歳,2004000406,178,万円
有価証券,50～59歳,2004000709,180,万円
有価証券,50～59歳,2004001012,179,万円
有価証券,50～59歳,2005000103,195,万円
有価証券,50～59歳,2005000406,197,万円
有価証券,50～59歳,2005000709,188,万円
有価証券,50～59歳,2005001012,173,万円
有価証券,50～59歳,2006000103,165,万円
有価証券,50～59歳,2006000406,185,万円
有価証券,50～59歳,2006000709,195,万円
有価証券,50～59歳,2006001012,227,万円
有価証券,50～59歳,2007000103,231,万円
有価証券,50～59歳,2007000406,208,万円
有価証券,50～59歳,2007000709,244,万円
有価証券,50～59歳,2007001012,212,万円
有価証券,50～59歳,2008000103,205,万円
有価証券,50～59歳,2008000406,214,万円
有価証券,50～59歳,2008000709,206,万円
有価証券,50～59歳,2008001012,197,万円
有価証券,50～59歳,2009000103,193,万円
有価証券,50～59歳,2009000406,174,万円
有価証券,50～59歳,2009000709,176,万円
有価証券,50～59歳,2009001012,174,万円
有価証券,50～59歳,2010000103,162,万円
有価証券,50～59歳,2010000406,166,万円
有価証券,50～59歳,2010000709,163,万円
有価証券,50～59歳,2010001012,189,万円
有価証券,50～59歳,2011000103,188,万円
有価証券,50～59歳,2011000406,157,万円
有価証券,50～59歳,2011000709,165,万円
有価証券,50～59歳,2011001012,167,万円
有価証券,50～59歳,2012000103,154,万円
有価証券,50～59歳,2012000406,139,万円
有価証券,50～59歳,2012000709,132,万円
有価証券,50～59歳,2012001012,140,万円
有価証券,50～59歳,2013000103,173,万円
有価証券,50～59歳,2013000406,155,万円
有価証券,50～59歳,2013000709,153,万円
有価証券,50～59歳,2013001012,173,万円
有価証券,50～59歳,2014000103,169,万円
有価証券,50～59歳,2014000406,168,万円
有価証券,50～59歳,2014000709,167,万円
有価証券,50～59歳,2014001012,175,万円
有価証券,50～59歳,2015000103,176,万円
有価証券,50～59歳,2015000406,182,万円
有価証券,50～59歳,2015000709,199,万円
有価証券,50～59歳,2015001012,240,万円
有価証券,50～59歳,2016000103,302,万円
有価証券,50～59歳,2016000406,268,万円
有価証券,50～59歳,2016000709,190,万円
有価証券,50～59歳,2016001012,203,万円
有価証券,50～59歳,2017000103,252,万円
有価証券,50～59歳,2017000406,265,万円
有価証券,50～59歳,2017000709,190,万円
有価証券,50～59歳,2017001012,163,万円
有価証券,50～59歳,2018000103,209,万円
有価証券,50～59歳,2018000406,225,万円
有価証券,50～59歳,2018000709,217,万円
有価証券,50～59歳,2018001012,197,万円
有価証券,50～59歳,2019000103,172,万円
有価証券,50～59歳,2019000406,157,万円
有価証券,50～59歳,2019000709,193,万円
有価証券,50～59歳,2019001012,193,万円
有価証券,50～59歳,2020000103,189,万円
有価証券,50～59歳,2020000406,253,万円
有価証券,50～59歳,2020000709,247,万円
有価証券,50～59歳,2020001012,196,万円
有価証券,50～59歳,2021000103,247,万円
有価証券,50～59歳,2021000406,341,万円
有価証券,50～59歳,2021000709,318,万円
有価証券,50～59歳,2021001012,249,万円
有価証券,50～59歳,2022000103,238,万円
有価証券,50～59歳,2022000406,259,万円
有価証券,50～59歳,2022000709,299,万円
有価証券,50～59歳,2022001012,278,万円
有価証券,50～59歳,2023000103,238,万円
有価証券,50～59歳,2023000406,238,万円
有価証券,50～59歳,2023000709,248,万円
有価証券,50～59歳,2023001012,316,万円
有価証券,50～59歳,2024000103,336,万円
有価証券,50～59歳,2024000406,292,万円
有価証券,50～59歳,2024000709,309,万円
有価証券,50～59歳,2024001012,387,万円
有価証券,50～59歳,2025000103,397,万円
有価証券,50～59歳,2025000406,330,万円
有価証券,50～59歳,2025000709,351,万円
有価証券,50～59歳,2025001012,316,万円
有価証券,60～69歳,2002000103,228,万円
有価証券,60～69歳,2002000406,226,万円
有価証券,60～69歳,2002000709,227,万円
有価証券,60～69歳,2002001012,269,万円
有価証券,60～69歳,2003000103,264,万円
有価証券,60～69歳,2003000406,237,万円
有価証券,60～69歳,2003000709,268,万円
有価証券,60～69歳,2003001012,266,万円
有価証券,60～69歳,2004000103,252,万円
有価証券,60～69歳,2004000406,277,万円
有価証券,60～69歳,2004000709,280,万円
有価証券,60～69歳,2004001012,283,万円
有価証券,60～69歳,2005000103,322,万円
有価証券,60～69歳,2005000406,325,万円
有価証券,60～69歳,2005000709,345,万円
有価証券,60～69歳,2005001012,364,万円
有価証券,60～69歳,2006000103,386,万円
有価証券,60～69歳,2006000406,389,万円
有価証券,60～69歳,2006000709,393,万円
有価証券,60～69歳,2006001012,365,万円
有価証券,60～69歳,2007000103,384,万円
有価証券,60～69歳,2007000406,428,万円
有価証券,60～69歳,2007000709,428,万円
有価証券,60～69歳,2007001012,428,万円
有価証券,60～69歳,2008000103,444,万円
有価証券,60～69歳,2008000406,458,万円
有価証券,60～69歳,2008000709,383,万円
有価証券,60～69歳,2008001012,336,万円
有価証券,60～69歳,2009000103,327,万円
有価証券,60～69歳,2009000406,323,万円
有価証券,60～69歳,2009000709,318,万円
有価証券,60～69歳,2009001012,331,万円
有価証券,60～69歳,2010000103,365,万円
有価証券,60～69歳,2010000406,352,万円
有価証券,60～69歳,2010000709,300,万円
有価証券,60～69歳,2010001012,284,万円
有価証券,60～69歳,2011000103,315,万円
有価証券,60～69歳,2011000406,304,万円
有価証券,60～69歳,2011000709,292,万円
有価証券,60～69歳,2011001012,313,万円
有価証券,60～69歳,2012000103,297,万円
有価証券,60～69歳,2012000406,290,万円
有価証券,60～69歳,2012000709,295,万円
有価証券,60～69歳,2012001012,305,万円
有価証券,60～69歳,2013000103,340,万円
有価証券,60～69歳,2013000406,364,万円
有価証券,60～69歳,2013000709,297,万円
有価証券,60～69歳,2013001012,306,万円
有価証券,60～69歳,2014000103,407,万円
有価証券,60～69歳,2014000406,401,万円
有価証券,60～69歳,2014000709,363,万円
有価証券,60～69歳,2014001012,353,万円
有価証券,60～69歳,2015000103,376,万円
有価証券,60～69歳,2015000406,364,万円
有価証券,60～69歳,2015000709,351,万円
有価証券,60～69歳,2015001012,346,万円
有価証券,60～69歳,2016000103,289,万円
有価証券,60～69歳,2016000406,281,万円
有価証券,60～69歳,2016000709,358,万円
有価証券,60～69歳,2016001012,351,万円
有価証券,60～69歳,2017000103,316,万円
有価証券,60～69歳,2017000406,274,万円
有価証券,60～69歳,2017000709,311,万円
有価証券,60～69歳,2017001012,358,万円
有価証券,60～69歳,2018000103,303,万円
有価証券,60～69歳,2018000406,286,万円
有価証券,60～69歳,2018000709,299,万円
有価証券,60～69歳,2018001012,290,万円
有価証券,60～69歳,2019000103,312,万円
有価証券,60～69歳,2019000406,342,万円
有価証券,60～69歳,2019000709,367,万円
有価証券,60～69歳,2019001012,361,万円
有価証券,60～69歳,2020000103,345,万円
有価証券,60～69歳,2020000406,288,万円
有価証券,60～69歳,2020000709,318,万円
有価証券,60～69歳,2020001012,421,万円
有価証券,60～69歳,2021000103,467,万円
有価証券,60～69歳,2021000406,426,万円
有価証券,60～69歳,2021000709,334,万円
有価証券,60～69歳,2021001012,365,万円
有価証券,60～69歳,2022000103,382,万円
有価証券,60～69歳,2022000406,363,万円
有価証券,60～69歳,2022000709,373,万円
有価証券,60～69歳,2022001012,363,万円
有価証券,60～69歳,2023000103,343,万円
有価証券,60～69歳,2023000406,372,万円
有価証券,60～69歳,2023000709,465,万円
有価証券,60～69歳,2023001012,460,万円
有価証券,60～69歳,2024000103,430,万円
有価証券,60～69歳,2024000406,473,万円
有価証券,60～69歳,2024000709,533,万円
有価証券,60～69歳,2024001012,604,万円
有価証券,60～69歳,2025000103,627,万円
有価証券,60～69歳,2025000406,630,万円
有価証券,60～69歳,2025000709,784,万円
有価証券,60～69歳,2025001012,811,万円
有価証券,70歳以上,2002000103,399,万円
有価証券,70歳以上,2002000406,372,万円
有価証券,70歳以上,2002000709,381,万円
有価証券,70歳以上,2002001012,336,万円
有価証券,70歳以上,2003000103,330,万円
有価証券,70歳以上,2003000406,326,万円
有価証券,70歳以上,2003000709,320,万円
有価証券,70歳以上,2003001012,329,万円
有価証券,70歳以上,2004000103,370,万円
有価証券,70歳以上,2004000406,382,万円
有価証券,70歳以上,2004000709,373,万円
有価証券,70歳以上,2004001012,415,万円
有価証券,70歳以上,2005000103,497,万円
有価証券,70歳以上,2005000406,503,万円
有価証券,70歳以上,2005000709,488,万円
有価証券,70歳以上,2005001012,427,万円
有価証券,70歳以上,2006000103,426,万円
有価証券,70歳以上,2006000406,502,万円
有価証券,70歳以上,2006000709,477,万円
有価証券,70歳以上,2006001012,436,万円
有価証券,70歳以上,2007000103,527,万円
有価証券,70歳以上,2007000406,522,万円
有価証券,70歳以上,2007000709,480,万円
有価証券,70歳以上,2007001012,479,万円
有価証券,70歳以上,2008000103,473,万円
有価証券,70歳以上,2008000406,531,万円
有価証券,70歳以上,2008000709,541,万円
有価証券,70歳以上,2008001012,480,万円
有価証券,70歳以上,2009000103,426,万円
有価証券,70歳以上,2009000406,430,万円
有価証券,70歳以上,2009000709,455,万円
有価証券,70歳以上,2009001012,407,万円
有価証券,70歳以上,2010000103,368,万円
有価証券,70歳以上,2010000406,360,万円
有価証券,70歳以上,2010000709,370,万円
有価証券,70歳以上,2010001012,387,万円
有価証券,70歳以上,2011000103,430,万円
有価証券,70歳以上,2011000406,400,万円
有価証券,70歳以上,2011000709,301,万円
有価証券,70歳以上,2011001012,281,万円
有価証券,70歳以上,2012000103,330,万円
有価証券,70歳以上,2012000406,323,万円
有価証券,70歳以上,2012000709,289,万円
有価証券,70歳以上,2012001012,301,万円
有価証券,70歳以上,2013000103,426,万円
有価証券,70歳以上,2013000406,476,万円
有価証券,70歳以上,2013000709,429,万円
有価証券,70歳以上,2013001012,430,万円
有価証券,70歳以上,2014000103,421,万円
有価証券,70歳以上,2014000406,399,万円
有価証券,70歳以上,2014000709,411,万円
有価証券,70歳以上,2014001012,422,万円
有価証券,70歳以上,2015000103,454,万円
有価証券,70歳以上,2015000406,444,万円
有価証券,70歳以上,2015000709,406,万円
有価証券,70歳以上,2015001012,409,万円
有価証券,70歳以上,2016000103,495,万円
有価証券,70歳以上,2016000406,506,万円
有価証券,70歳以上,2016000709,400,万円
有価証券,70歳以上,2016001012,366,万円
有価証券,70歳以上,2017000103,388,万円
有価証券,70歳以上,2017000406,397,万円
有価証券,70歳以上,2017000709,388,万円
有価証券,70歳以上,2017001012,375,万円
有価証券,70歳以上,2018000103,365,万円
有価証券,70歳以上,2018000406,399,万円
有価証券,70歳以上,2018000709,407,万円
有価証券,70歳以上,2018001012,382,万円
有価証券,70歳以上,2019000103,300,万円
有価証券,70歳以上,2019000406,316,万円
有価証券,70歳以上,2019000709,376,万円
有価証券,70歳以上,2019001012,395,万円
有価証券,70歳以上,2020000103,359,万円
有価証券,70歳以上,2020000406,322,万円
有価証券,70歳以上,2020000709,320,万円
有価証券,70歳以上,2020001012,335,万円
有価証券,70歳以上,2021000103,403,万円
有価証券,70歳以上,2021000406,422,万円
有価証券,70歳以上,2021000709,396,万円
有価証券,70歳以上,2021001012,378,万円
有価証券,70歳以上,2022000103,374,万円
有価証券,70歳以上,2022000406,424,万円
有価証券,70歳以上,2022000709,469,万円
有価証券,70歳以上,2022001012,454,万円
有価証券,70歳以上,2023000103,427,万円
有価証券,70歳以上,2023000406,411,万円
有価証券,70歳以上,2023000709,522,万円
有価証券,70歳以上,2023001012,511,万円
有価証券,70歳以上,2024000103,469,万円
有価証券,70歳以上,2024000406,456,万円
有価証券,70歳以上,2024000709,459,万円
有価証券,70歳以上,2024001012,465,万円
有価証券,70歳以上,2025000103,458,万円
有価証券,70歳以上,2025000406,459,万円
有価証券,70歳以上,2025000709,448,万円
有価証券,70歳以上,2025001012,461,万円
金融機関外,29歳以下,2002000103,28,万円
金融機関外,29歳以下,2002000406,21,万円
金融機関外,29歳以下,2002000709,11,万円
金融機関外,29歳以下,2002001012,10,万円
金融機関外,29歳以下,2003000103,14,万円
金融機関外,29歳以下,2003000406,17,万円
金融機関外,29歳以下,2003000709,16,万円
金融機関外,29歳以下,2003001012,31,万円
金融機関外,29歳以下,2004000103,35,万円
金融機関外,29歳以下,2004000406,23,万円
金融機関外,29歳以下,2004000709,17,万円
金融機関外,29歳以下,2004001012,23,万円
金融機関外,29歳以下,2005000103,34,万円
金融機関外,29歳以下,2005000406,28,万円
金融機関外,29歳以下,2005000709,11,万円
金融機関外,29歳以下,2005001012,11,万円
金融機関外,29歳以下,2006000103,13,万円
金融機関外,29歳以下,2006000406,16,万円
金融機関外,29歳以下,2006000709,15,万円
金融機関外,29歳以下,2006001012,6,万円
金融機関外,29歳以下,2007000103,5,万円
金融機関外,29歳以下,2007000406,7,万円
金融機関外,29歳以下,2007000709,11,万円
金融機関外,29歳以下,2007001012,13,万円
金融機関外,29歳以下,2008000103,17,万円
金融機関外,29歳以下,2008000406,18,万円
金融機関外,29歳以下,2008000709,15,万円
金融機関外,29歳以下,2008001012,10,万円
金融機関外,29歳以下,2009000103,13,万円
金融機関外,29歳以下,2009000406,17,万円
金融機関外,29歳以下,2009000709,18,万円
金融機関外,29歳以下,2009001012,20,万円
金融機関外,29歳以下,2010000103,28,万円
金融機関外,29歳以下,2010000406,17,万円
金融機関外,29歳以下,2010000709,3,万円
金融機関外,29歳以下,2010001012,6,万円
金融機関外,29歳以下,2011000103,10,万円
金融機関外,29歳以下,2011000406,10,万円
金融機関外,29歳以下,2011000709,9,万円
金融機関外,29歳以下,2011001012,8,万円
金融機関外,29歳以下,2012000103,8,万円
金融機関外,29歳以下,2012000406,8,万円
金融機関外,29歳以下,2012000709,8,万円
金融機関外,29歳以下,2012001012,4,万円
金融機関外,29歳以下,2013000103,5,万円
金融機関外,29歳以下,2013000406,7,万円
金融機関外,29歳以下,2013000709,9,万円
金融機関外,29歳以下,2013001012,11,万円
金融機関外,29歳以下,2014000103,11,万円
金融機関外,29歳以下,2014000406,7,万円
金融機関外,29歳以下,2014000709,6,万円
金融機関外,29歳以下,2014001012,4,万円
金融機関外,29歳以下,2015000103,8,万円
金融機関外,29歳以下,2015000406,17,万円
金融機関外,29歳以下,2015000709,21,万円
金融機関外,29歳以下,2015001012,12,万円
金融機関外,29歳以下,2016000103,5,万円
金融機関外,29歳以下,2016000406,3,万円
金融機関外,29歳以下,2016000709,5,万円
金融機関外,29歳以下,2016001012,4,万円
金融機関外,29歳以下,2017000103,20,万円
金融機関外,29歳以下,2017000406,15,万円
金融機関外,29歳以下,2017000709,7,万円
金融機関外,29歳以下,2017001012,27,万円
金融機関外,29歳以下,2018000103,35,万円
金融機関外,29歳以下,2018000406,23,万円
金融機関外,29歳以下,2018000709,15,万円
金融機関外,29歳以下,2018001012,16,万円
金融機関外,29歳以下,2019000103,17,万円
金融機関外,29歳以下,2019000406,10,万円
金融機関外,29歳以下,2019000709,8,万円
金融機関外,29歳以下,2019001012,13,万円
金融機関外,29歳以下,2020000103,27,万円
金融機関外,29歳以下,2020000406,23,万円
金融機関外,29歳以下,2020000709,6,万円
金融機関外,29歳以下,2020001012,10,万円
金融機関外,29歳以下,2021000103,14,万円
金融機関外,29歳以下,2021000406,20,万円
金融機関外,29歳以下,2021000709,20,万円
金融機関外,29歳以下,2021001012,12,万円
金融機関外,29歳以下,2022000103,7,万円
金融機関外,29歳以下,2022000406,2,万円
金融機関外,29歳以下,2022000709,3,万円
金融機関外,29歳以下,2022001012,82,万円
金融機関外,29歳以下,2023000103,76,万円
金融機関外,29歳以下,2023000406,27,万円
金融機関外,29歳以下,2023000709,4,万円
金融機関外,29歳以下,2023001012,6,万円
金融機関外,29歳以下,2024000103,15,万円
金融機関外,29歳以下,2024000406,9,万円
金融機関外,29歳以下,2024000709,4,万円
金融機関外,29歳以下,2024001012,20,万円
金融機関外,29歳以下,2025000103,29,万円
金融機関外,29歳以下,2025000406,12,万円
金融機関外,29歳以下,2025000709,5,万円
金融機関外,29歳以下,2025001012,1,万円
金融機関外,30～39歳,2002000103,51,万円
金融機関外,30～39歳,2002000406,52,万円
金融機関外,30～39歳,2002000709,49,万円
金融機関外,30～39歳,2002001012,49,万円
金融機関外,30～39歳,2003000103,54,万円
金融機関外,30～39歳,2003000406,66,万円
金融機関外,30～39歳,2003000709,62,万円
金融機関外,30～39歳,2003001012,54,万円
金融機関外,30～39歳,2004000103,61,万円
金融機関外,30～39歳,2004000406,48,万円
金融機関外,30～39歳,2004000709,40,万円
金融機関外,30～39歳,2004001012,44,万円
金融機関外,30～39歳,2005000103,57,万円
金融機関外,30～39歳,2005000406,67,万円
金融機関外,30～39歳,2005000709,52,万円
金融機関外,30～39歳,2005001012,41,万円
金融機関外,30～39歳,2006000103,47,万円
金融機関外,30～39歳,2006000406,49,万円
金融機関外,30～39歳,2006000709,44,万円
金融機関外,30～39歳,2006001012,46,万円
金融機関外,30～39歳,2007000103,38,万円
金融機関外,30～39歳,2007000406,36,万円
金融機関外,30～39歳,2007000709,41,万円
金融機関外,30～39歳,2007001012,36,万円
金融機関外,30～39歳,2008000103,29,万円
金融機関外,30～39歳,2008000406,33,万円
金融機関外,30～39歳,2008000709,34,万円
金融機関外,30～39歳,2008001012,34,万円
金融機関外,30～39歳,2009000103,34,万円
金融機関外,30～39歳,2009000406,43,万円
金融機関外,30～39歳,2009000709,41,万円
金融機関外,30～39歳,2009001012,41,万円
金融機関外,30～39歳,2010000103,46,万円
金融機関外,30～39歳,2010000406,37,万円
金融機関外,30～39歳,2010000709,36,万円
金融機関外,30～39歳,2010001012,36,万円
金融機関外,30～39歳,2011000103,25,万円
金融機関外,30～39歳,2011000406,23,万円
金融機関外,30～39歳,2011000709,30,万円
金融機関外,30～39歳,2011001012,39,万円
金融機関外,30～39歳,2012000103,39,万円
金融機関外,30～39歳,2012000406,31,万円
金融機関外,30～39歳,2012000709,24,万円
金融機関外,30～39歳,2012001012,25,万円
金融機関外,30～39歳,2013000103,25,万円
金融機関外,30～39歳,2013000406,21,万円
金融機関外,30～39歳,2013000709,25,万円
金融機関外,30～39歳,2013001012,25,万円
金融機関外,30～39歳,2014000103,26,万円
金融機関外,30～39歳,2014000406,39,万円
金融機関外,30～39歳,2014000709,30,万円
金融機関外,30～39歳,2014001012,25,万円
金融機関外,30～39歳,2015000103,29,万円
金融機関外,30～39歳,2015000406,34,万円
金融機関外,30～39歳,2015000709,27,万円
金融機関外,30～39歳,2015001012,21,万円
金融機関外,30～39歳,2016000103,22,万円
金融機関外,30～39歳,2016000406,22,万円
金融機関外,30～39歳,2016000709,19,万円
金融機関外,30～39歳,2016001012,19,万円
金融機関外,30～39歳,2017000103,22,万円
金融機関外,30～39歳,2017000406,27,万円
金融機関外,30～39歳,2017000709,29,万円
金融機関外,30～39歳,2017001012,24,万円
金融機関外,30～39歳,2018000103,25,万円
金融機関外,30～39歳,2018000406,27,万円
金融機関外,30～39歳,2018000709,25,万円
金融機関外,30～39歳,2018001012,29,万円
金融機関外,30～39歳,2019000103,36,万円
金融機関外,30～39歳,2019000406,36,万円
金融機関外,30～39歳,2019000709,23,万円
金融機関外,30～39歳,2019001012,25,万円
金融機関外,30～39歳,2020000103,23,万円
金融機関外,30～39歳,2020000406,26,万円
金融機関外,30～39歳,2020000709,31,万円
金融機関外,30～39歳,2020001012,28,万円
金融機関外,30～39歳,2021000103,27,万円
金融機関外,30～39歳,2021000406,24,万円
金融機関外,30～39歳,2021000709,21,万円
金融機関外,30～39歳,2021001012,23,万円
金融機関外,30～39歳,2022000103,21,万円
金融機関外,30～39歳,2022000406,23,万円
金融機関外,30～39歳,2022000709,38,万円
金融機関外,30～39歳,2022001012,44,万円
金融機関外,30～39歳,2023000103,27,万円
金融機関外,30～39歳,2023000406,21,万円
金融機関外,30～39歳,2023000709,19,万円
金融機関外,30～39歳,2023001012,15,万円
金融機関外,30～39歳,2024000103,16,万円
金融機関外,30～39歳,2024000406,20,万円
金融機関外,30～39歳,2024000709,16,万円
金融機関外,30～39歳,2024001012,5,万円
金融機関外,30～39歳,2025000103,16,万円
金融機関外,30～39歳,2025000406,21,万円
金融機関外,30～39歳,2025000709,18,万円
金融機関外,30～39歳,2025001012,22,万円
金融機関外,40～49歳,2002000103,63,万円
金融機関外,40～49歳,2002000406,49,万円
金融機関外,40～49歳,2002000709,48,万円
金融機関外,40～49歳,2002001012,49,万円
金融機関外,40～49歳,2003000103,52,万円
金融機関外,40～49歳,2003000406,47,万円
金融機関外,40～49歳,2003000709,43,万円
金融機関外,40～49歳,2003001012,54,万円
金融機関外,40～49歳,2004000103,68,万円
金融機関外,40～49歳,2004000406,69,万円
金融機関外,40～49歳,2004000709,58,万円
金融機関外,40～49歳,2004001012,63,万円
金融機関外,40～49歳,2005000103,73,万円
金融機関外,40～49歳,2005000406,64,万円
金融機関外,40～49歳,2005000709,60,万円
金融機関外,40～49歳,2005001012,67,万円
金融機関外,40～49歳,2006000103,71,万円
金融機関外,40～49歳,2006000406,69,万円
金融機関外,40～49歳,2006000709,65,万円
金融機関外,40～49歳,2006001012,62,万円
金融機関外,40～49歳,2007000103,68,万円
金融機関外,40～49歳,2007000406,62,万円
金融機関外,40～49歳,2007000709,54,万円
金融機関外,40～49歳,2007001012,63,万円
金融機関外,40～49歳,2008000103,64,万円
金融機関外,40～49歳,2008000406,58,万円
金融機関外,40～49歳,2008000709,57,万円
金融機関外,40～49歳,2008001012,58,万円
金融機関外,40～49歳,2009000103,59,万円
金融機関外,40～49歳,2009000406,65,万円
金融機関外,40～49歳,2009000709,59,万円
金融機関外,40～49歳,2009001012,50,万円
金融機関外,40～49歳,2010000103,66,万円
金融機関外,40～49歳,2010000406,75,万円
金融機関外,40～49歳,2010000709,65,万円
金融機関外,40～49歳,2010001012,65,万円
金融機関外,40～49歳,2011000103,61,万円
金融機関外,40～49歳,2011000406,63,万円
金融機関外,40～49歳,2011000709,58,万円
金融機関外,40～49歳,2011001012,56,万円
金融機関外,40～49歳,2012000103,62,万円
金融機関外,40～49歳,2012000406,58,万円
金融機関外,40～49歳,2012000709,64,万円
金融機関外,40～49歳,2012001012,66,万円
金融機関外,40～49歳,2013000103,75,万円
金融機関外,40～49歳,2013000406,78,万円
金融機関外,40～49歳,2013000709,80,万円
金融機関外,40～49歳,2013001012,68,万円
金融機関外,40～49歳,2014000103,49,万円
金融機関外,40～49歳,2014000406,54,万円
金融機関外,40～49歳,2014000709,56,万円
金融機関外,40～49歳,2014001012,51,万円
金融機関外,40～49歳,2015000103,47,万円
金融機関外,40～49歳,2015000406,52,万円
金融機関外,40～49歳,2015000709,56,万円
金融機関外,40～49歳,2015001012,57,万円
金融機関外,40～49歳,2016000103,57,万円
金融機関外,40～49歳,2016000406,67,万円
金融機関外,40～49歳,2016000709,57,万円
金融機関外,40～49歳,2016001012,59,万円
金融機関外,40～49歳,2017000103,67,万円
金融機関外,40～49歳,2017000406,57,万円
金融機関外,40～49歳,2017000709,55,万円
金融機関外,40～49歳,2017001012,56,万円
金融機関外,40～49歳,2018000103,53,万円
金融機関外,40～49歳,2018000406,57,万円
金融機関外,40～49歳,2018000709,54,万円
金融機関外,40～49歳,2018001012,57,万円
金融機関外,40～49歳,2019000103,72,万円
金融機関外,40～49歳,2019000406,68,万円
金融機関外,40～49歳,2019000709,55,万円
金融機関外,40～49歳,2019001012,37,万円
金融機関外,40～49歳,2020000103,38,万円
金融機関外,40～49歳,2020000406,43,万円
金融機関外,40～49歳,2020000709,46,万円
金融機関外,40～49歳,2020001012,54,万円
金融機関外,40～49歳,2021000103,53,万円
金融機関外,40～49歳,2021000406,52,万円
金融機関外,40～49歳,2021000709,48,万円
金融機関外,40～49歳,2021001012,43,万円
金融機関外,40～49歳,2022000103,42,万円
金融機関外,40～49歳,2022000406,40,万円
金融機関外,40～49歳,2022000709,42,万円
金融機関外,40～49歳,2022001012,49,万円
金融機関外,40～49歳,2023000103,55,万円
金融機関外,40～49歳,2023000406,53,万円
金融機関外,40～49歳,2023000709,36,万円
金融機関外,40～49歳,2023001012,31,万円
金融機関外,40～49歳,2024000103,37,万円
金融機関外,40～49歳,2024000406,33,万円
金融機関外,40～49歳,2024000709,37,万円
金融機関外,40～49歳,2024001012,27,万円
金融機関外,40～49歳,2025000103,28,万円
金融機関外,40～49歳,2025000406,25,万円
金融機関外,40～49歳,2025000709,31,万円
金融機関外,40～49歳,2025001012,36,万円
金融機関外,50～59歳,2002000103,63,万円
金融機関外,50～59歳,2002000406,54,万円
金融機関外,50～59歳,2002000709,57,万円
金融機関外,50～59歳,2002001012,65,万円
金融機関外,50～59歳,2003000103,72,万円
金融機関外,50～59歳,2003000406,69,万円
金融機関外,50～59歳,2003000709,60,万円
金融機関外,50～59歳,2003001012,57,万円
金融機関外,50～59歳,2004000103,57,万円
金融機関外,50～59歳,2004000406,63,万円
金融機関外,50～59歳,2004000709,66,万円
金融機関外,50～59歳,2004001012,70,万円
金融機関外,50～59歳,2005000103,72,万円
金融機関外,50～59歳,2005000406,69,万円
金融機関外,50～59歳,2005000709,69,万円
金融機関外,50～59歳,2005001012,67,万円
金融機関外,50～59歳,2006000103,71,万円
金融機関外,50～59歳,2006000406,78,万円
金融機関外,50～59歳,2006000709,76,万円
金融機関外,50～59歳,2006001012,67,万円
金融機関外,50～59歳,2007000103,72,万円
金融機関外,50～59歳,2007000406,89,万円
金融機関外,50～59歳,2007000709,82,万円
金融機関外,50～59歳,2007001012,61,万円
金融機関外,50～59歳,2008000103,72,万円
金融機関外,50～59歳,2008000406,75,万円
金融機関外,50～59歳,2008000709,71,万円
金融機関外,50～59歳,2008001012,73,万円
金融機関外,50～59歳,2009000103,66,万円
金融機関外,50～59歳,2009000406,64,万円
金融機関外,50～59歳,2009000709,77,万円
金融機関外,50～59歳,2009001012,93,万円
金融機関外,50～59歳,2010000103,64,万円
金融機関外,50～59歳,2010000406,67,万円
金融機関外,50～59歳,2010000709,90,万円
金融機関外,50～59歳,2010001012,87,万円
金融機関外,50～59歳,2011000103,59,万円
金融機関外,50～59歳,2011000406,59,万円
金融機関外,50～59歳,2011000709,62,万円
金融機関外,50～59歳,2011001012,68,万円
金融機関外,50～59歳,2012000103,102,万円
金融機関外,50～59歳,2012000406,101,万円
金融機関外,50～59歳,2012000709,82,万円
金融機関外,50～59歳,2012001012,70,万円
金融機関外,50～59歳,2013000103,64,万円
金融機関外,50～59歳,2013000406,58,万円
金融機関外,50～59歳,2013000709,71,万円
金融機関外,50～59歳,2013001012,86,万円
金融機関外,50～59歳,2014000103,79,万円
金融機関外,50～59歳,2014000406,72,万円
